gene_id	transcript_id	gene_name	type	strand	seqid	biotypes	description	start	end	gc	featWidth	GO BP	GO MF	GO CC
YDR523C	YDR523C_mRNA		protein_coding	-	IV	protein_coding	Putative protein serine/threonine kinase; localizes to the nucleus and cytoplasm; required for efficient spore packaging, prospore membrane development and closure and localization of enzymes involved in spore wall synthesis; interacts with and required for Ssp1p phosphorylation and turnover; member of the GCKIII subfamily of STE20 kinases; multiply phosphorylated on S/T residues; interacts with 14-3-3 proteins, Bmh1p and Bmh2p; expressed at the end of meiosis [Source:SGD;Acc:S000002931]	1485566	1487038	0.3768	1473	GO:0023014; GO:0032147; GO:0030476; GO:0006468; GO:0042981; GO:0007346; GO:0031098; GO:0030437; GO:0032120	GO:0008349; GO:0004672; GO:0005524	GO:0005634; GO:0005628; GO:0005737
YDR524C	YDR524C_mRNA	AGE1	protein_coding	-	IV	protein_coding	ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector; involved in the secretory and endocytic pathways; contains C2C2H2 cysteine/histidine motif [Source:SGD;Acc:S000002932]	1487542	1488990	0.3568	1449	GO:0006891; GO:0015031; GO:0006888	GO:0005543; GO:0005096; GO:0046872	GO:0005802; GO:0005768
YDR524C-A	YDR524C-A_mRNA	YDR524C-A	protein_coding	-	IV	protein_coding	Dubious open reading frame unlikely to encode a functional protein; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028616]	1489871	1489990	0.3583	120			
YDR524C-B	YDR524C-B_mRNA		protein_coding	-	IV	protein_coding	Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; YDR524C-B has a paralog, YCL048W-A, that arose from the whole genome duplication [Source:SGD;Acc:S000028739]	1489598	1489798	0.5423	201			GO:0031225; GO:0005886
YDR524W-C	YDR524W-C_mRNA	YDR524W-C	protein_coding	+	IV	protein_coding	Putative protein of unknown function; small ORF identified by SAGE; deletion strains are moderately sensitive to the radiomimetic drug bleomycin [Source:SGD;Acc:S000028740]	1489403	1489492	0.3333	90			
YDR525W	YDR525W_mRNA		protein_coding	+	IV	protein_coding	Putative protein of unknown function; conserved among S. cerevisiae strains; not conserved in closely related Saccharomyces species; 26% of ORF overlaps the dubious ORF YDR524C-A; insertion mutation in a cdc34-2 mutant background causes altered bud morphology [Source:SGD;Acc:S000002933]	1489905	1490234	0.4576	330			
YDR525W-A	YDR525W-A_mRNA		protein_coding	+	IV	protein_coding	Protein of unknown function; has similarity to Pmp3p, which is involved in cation transport; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern [Source:SGD;Acc:S000007236]	1490596	1490835	0.4292	240	GO:0032509; GO:0044257	GO:0031625	GO:0000329; GO:0000328; GO:0005811; GO:0016021
YDR526C	YDR526C_mRNA		protein_coding	-	IV	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002934]	1491075	1491545	0.4098	471			GO:0016021
YDR527W	YDR527W_mRNA		protein_coding	+	IV	protein_coding	Protein involved in transcription; interacts with RNA polymerase II subunits Rpb2p, Rpb3, and Rpb11p; has similarity to human RPAP1 [Source:SGD;Acc:S000002935]	1491094	1492413	0.3939	1320	GO:0006366; GO:0006355		GO:0005634; GO:0005737
YDR528W	YDR528W_mRNA		protein_coding	+	IV	protein_coding	Protein involved in regulation of cell wall composition and integrity; also involved in cell wall response to osmotic stress; overproduction suppresses a lysis sensitive PKC mutation; HLR1 has a paralog, LRE1, that arose from the whole genome duplication [Source:SGD;Acc:S000002936]	1494586	1495857	0.3836	1272	GO:0031505		GO:0005737
YDR529C	YDR529C_mRNA	QCR7	protein_coding	-	IV	protein_coding	Subunit 7 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; oriented facing the mitochondrial matrix; N-terminus appears to play a role in complex assembly [Source:SGD;Acc:S000002937]	1496165	1496548	0.4245	384	GO:0034551; GO:0006122; GO:0009060		GO:0005750
YDR530C	YDR530C_mRNA		protein_coding	-	IV	protein_coding	Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase II; AP4A phosphorylase involved in catabolism of bis(5'-nucleosidyl) tetraphosphates; APA2 has a paralog, APA1, that arose from the whole genome duplication [Source:SGD;Acc:S000002938]	1496791	1497768	0.4356	978	GO:0009164; GO:0009117	GO:0004780; GO:0008796; GO:0003877; GO:0005524	GO:0005634; GO:0005737
YDR531W	YDR531W_mRNA		protein_coding	+	IV	protein_coding	Pantothenate kinase, ATP:D-pantothenate 4'-phosphotransferase; catalyzes the first committed step in the universal biosynthetic pathway for synthesis of coenzyme A (CoA); transcriptionally regulated by Upc2p via a sterol response element [Source:SGD;Acc:S000002939]	1498232	1499335	0.3759	1104	GO:0015937	GO:0004594; GO:0005524	GO:0005634; GO:0005737
YDR532C	YDR532C_mRNA		protein_coding	-	IV	protein_coding	Subunit of a kinetochore-microtubule binding complex; complex bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components; complex also includes Spc105p; modified by sumoylation [Source:SGD;Acc:S000002940]	1499396	1500553	0.3385	1158			GO:0005816; GO:0000775; GO:0000778; GO:0031965; GO:0005737
YDR533C	YDR533C_mRNA		protein_coding	-	IV	protein_coding	Methylglyoxalase that converts methylglyoxal to D-lactate; involved in oxidative stress resistance, diauxic shift, and stationary phase survival; has similarity to E. coli Hsp31 and C. albicans Glx3p; member of the DJ-1/ThiJ/PfpI superfamily, which includes human DJ-1 involved in Parkinson's disease and cancer; exists as a dimer and contains a putative metal-binding site; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000002941]	1501447	1502160	0.4076	714	GO:0019243; GO:0031669; GO:0034599	GO:0019172	GO:0000932; GO:0010494
YDR534C	YDR534C_mRNA		protein_coding	-	IV	protein_coding	Mannoprotein that is incorporated into the cell wall; incorporated via a glycosylphosphatidylinositol (GPI) anchor; involved in the retention of siderophore-iron in the cell wall [Source:SGD;Acc:S000002942]	1503314	1504900	0.4739	1587	GO:0015891; GO:0006811; GO:0055072	GO:0005524	GO:0009277; GO:0031225; GO:0005576
YDR535C	YDR535C_mRNA		protein_coding	-	IV	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YDR535C is not an essential gene [Source:SGD;Acc:S000002943]	1506606	1507362	0.4152	501			
YDR536W	YDR536W_mRNA		protein_coding	+	IV	protein_coding	Glycerol proton symporter of the plasma membrane; subject to glucose-induced inactivation, strongly but transiently induced when cells are subjected to osmotic shock [Source:SGD;Acc:S000002944]	1508005	1509714	0.4029	1710	GO:0015793; GO:0055085; GO:0046323	GO:0022857; GO:0015295; GO:0005215; GO:0005351; GO:0005355	GO:0016020; GO:0005886; GO:0016021
YDR537C	YDR537C_mRNA		protein_coding	-	IV	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps verified ORF PAD1/YDR538W [Source:SGD;Acc:S000002945]	1510856	1511461	0.4158	606			
YDR538W	YDR538W_mRNA	PAD1	protein_coding	+	IV	protein_coding	Phenylacrylic acid decarboxylase; confers resistance to cinnamic acid, decarboxylates aromatic carboxylic acids to the corresponding vinyl derivatives; also has mRNA binding activity; homolog of E. coli UbiX; co-overproduction of Pad1p and Fdc1p greatly increases cinnamic acid decarboxylase activity [Source:SGD;Acc:S000002946]	1510902	1511630	0.4198	729	GO:0046281; GO:0009108; GO:0019439; GO:0051188; GO:0034599	GO:0003824; GO:0004659; GO:0016831; GO:0003729	GO:0005739
YDR539W	YDR539W_mRNA		protein_coding	+	IV	protein_coding	Ferulic acid decarboxylase, also active on p-coumaric acid; essential for decarboxylation of aromatic carboxylic acids to corresponding vinyl derivatives; co-overproduction of Pad1p and Fdc1p greatly increases cinnamic acid decarboxylase activity; structure implicates Glu285 as the general base in the nonoxidative decarboxylation reaction catalyzed by Fdc1p; homolog of E. coli UbiD; GFP-fusion protein localizes to cytoplasm [Source:SGD;Acc:S000002947]	1512094	1513605	0.4034	1512	GO:0033494; GO:0046281	GO:0016831; GO:0046872	GO:0005737
YDR540C	YDR540C_mRNA		protein_coding	-	IV	protein_coding	Protein of unknown function; null mutant displays increased levels of spontaneous Rad52p foci; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus [Source:SGD;Acc:S000002948]	1517136	1517675	0.3593	540	GO:1990414; GO:0006312		GO:0005634; GO:0005737
YDR541C	YDR541C_mRNA		protein_coding	-	IV	protein_coding	Aldehyde reductase; substrates include both aromatic and aliphatic aldehydes; uses NADPH as cofactor; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively [Source:SGD;Acc:S000002949]	1519664	1520698	0.3884	1035	GO:1901426	GO:0003824; GO:0033721; GO:0050662	
YDR542W	YDR542W_mRNA		protein_coding	+	IV	protein_coding	Protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole, while mCherry fusion localizes to the vacuole; member of the seripauperin multigene family encoded mainly in subtelomeric regions [Source:SGD;Acc:S000002950]	1523249	1523611	0.4986	363	GO:0006950		
YDR543C	YDR543C_mRNA		protein_coding	-	IV	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002951]	1524634	1524933	0.36	300			
YDR544C	YDR544C_mRNA		protein_coding	-	IV	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002952]	1525095	1525523	0.5082	429			
YDR545C-A	YDR545C-A_mRNA		protein_coding	-	IV	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF YRF1-1/YDR545W [Source:SGD;Acc:S000028617]	1530863	1531342	0.4562	480			GO:0016021
YDR545W	YDR545W_mRNA	YRF1-1	protein_coding	+	IV	protein_coding	Helicase encoded by the Y' element of subtelomeric regions; highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p [Source:SGD;Acc:S000002953]	1526321	1531711	0.4522	5391	GO:0000722	GO:0003676; GO:0003678; GO:0004386; GO:0005524	GO:0005634
YEL001C	YEL001C_mRNA		protein_coding	-	V	protein_coding	Protein of unknown function; green fluorescent protein (GFP)-fusion localizes to the ER; YEL001C is non-essential; null mutant displays increased levels of spontaneous Rad52p foci [Source:SGD;Acc:S000000727]	150301	150978	0.3923	678			GO:0005789; GO:0016021
YEL002C	YEL002C_mRNA		protein_coding	-	V	protein_coding	Beta subunit of the oligosaccharyl transferase glycoprotein complex; required for N-linked glycosylation of proteins in the endoplasmic reticulum; human homolog DDOST can complement yeast growth defect during down-regulation of yeast gene [Source:SGD;Acc:S000000728]	148722	150014	0.3852	1293	GO:0018279; GO:0006487	GO:0016757	GO:0008250; GO:0005635; GO:0005783; GO:0005789; GO:0016021
YEL003W	YEL003W_mRNA	GIM4	protein_coding	+	V	protein_coding	Subunit of the heterohexameric cochaperone prefoldin complex; complex binds specifically to cytosolic chaperonin and transfers target proteins to it [Source:SGD;Acc:S000000729]	148176	148599	0.3214	336	GO:0007021; GO:0006457	GO:0044183; GO:0015631; GO:0051082	GO:0016272; GO:0005737
YEL004W	YEL004W_mRNA		protein_coding	+	V	protein_coding	Uridine diphosphate-N-acetylglucosamine (UDP-GlcNAc) transporter; required for cell wall chitin synthesis; localized to the ER [Source:SGD;Acc:S000000730]	146951	147979	0.3518	1029	GO:1990569; GO:0015783; GO:0015786; GO:0008643; GO:0034221; GO:0055085	GO:0005462; GO:0005464; GO:0005457	GO:0030176; GO:0030173; GO:0005783
YEL005C	YEL005C_mRNA	VAB2	protein_coding	-	V	protein_coding	Subunit of the BLOC-1 complex involved in endosomal maturation; interacts with Vps21p-GFP; has potential role in vacuolar function, as suggested by its ability to bind Vac8p; likely member of; Vab2p-GFP-fusion localizes to cytoplasm in punctate pattern [Source:SGD;Acc:S000000731]	145907	146755	0.3663	849	GO:0007032; GO:0032880		GO:0031083; GO:0005773; GO:0031410
YEL006W	YEL006W_mRNA	YEA6	protein_coding	+	V	protein_coding	Putative mitochondrial NAD+ transporter; member of the mitochondrial carrier subfamily (see also YIA6); has putative human ortholog; YEA6 has a paralog, YIA6, that arose from the whole genome duplication [Source:SGD;Acc:S000000732]	144327	145334	0.3889	1008	GO:0035352; GO:0006839; GO:0055085	GO:0051724; GO:0022857	GO:0005743; GO:0016021
YEL007W	YEL007W_mRNA	MIT1	protein_coding	+	V	protein_coding	Transcriptional regulator of pseudohyphal growth; protein with sequence similarity to S. pombe gti1+ (gluconate transport inducer 1) and C. albicans Wor1 [Source:SGD;Acc:S000000733]	141892	143892	0.3818	2001		GO:0003677	GO:0005634; GO:0005737
YEL008C-A	YEL008C-A_mRNA		protein_coding	-	V	protein_coding	Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028618]	140726	140818	0.3978	93			
YEL008W	YEL008W_mRNA		protein_coding	+	V	protein_coding	Putative protein of unknown function; conserved among S. cerevisiae strains; YEL008W is not an essential gene; predicted to be involved in metabolism [Source:SGD;Acc:S000000734]	140512	140892	0.4593	381			
YEL009C	YEL009C_mRNA	GCN4	protein_coding	-	V	protein_coding	bZIP transcriptional activator of amino acid biosynthetic genes; activator responds to amino acid starvation; expression is tightly regulated at both the transcriptional and translational levels [Source:SGD;Acc:S000000735]	138918	139763	0.4113	846	GO:0008652; GO:0001080; GO:0060261; GO:0010691; GO:1903833; GO:0045899; GO:0000122; GO:0006355	GO:0001084; GO:0043621; GO:0001191; GO:0001190; GO:0001135; GO:0000981; GO:0043565; GO:0042802; GO:0003682; GO:0003700; GO:0000978	GO:0005667; GO:0000790; GO:0005634
YEL009C-A	YEL009C-A_mRNA		protein_coding	-	V	protein_coding	Putative protein of unknown function; conserved among S. cerevisiae strains; overlaps ORF YEL010W [Source:SGD;Acc:S000028741]	136371	136778	0.3676	408			
YEL010W	YEL010W_mRNA		protein_coding	+	V	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000000736]	136279	136629	0.339	351			
YEL011W	YEL011W_mRNA	GLC3	protein_coding	+	V	protein_coding	Glycogen branching enzyme, involved in glycogen accumulation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress; glycogen accumulation defect of the null mutant is functionally complemented by human GBE1, which is associated with glycogen storage disease [Source:SGD;Acc:S000000737]	133120	135234	0.4095	2115	GO:0005978; GO:0005975	GO:0102752; GO:0043169; GO:0003844; GO:0003824; GO:0004553	
YEL012W	YEL012W_mRNA	UBC8	protein_coding	+	V	protein_coding	Ubiquitin-conjugating enzyme that regulates gluconeogenesis; negatively regulates gluconeogenesis by mediating the glucose-induced ubiquitination of fructose-1,6-bisphosphatase (FBPase); cytoplasmic enzyme that catalyzes the ubiquitination of histones in vitro [Source:SGD;Acc:S000000738]	131772	132551	0.4003	657	GO:0045721; GO:0043161	GO:0061630; GO:0004842; GO:0031625; GO:0005524	GO:0005737
