transcript_id	gene_id	gene_name	type	strand	seqid	start	end	biotypes	gc	featWidth	description	GO BP	GO CC	GO MF
YDL035C_mRNA	YDL035C		protein_coding	-	IV	389172	392057	protein_coding	0.3652	2886	Plasma membrane G protein coupled receptor (GPCR); interacts with the heterotrimeric G protein alpha subunit, Gpa2p, and with Plc1p; sensor that integrates nutritional signals with the modulation of cell fate via PKA and cAMP synthesis [Source:SGD;Acc:S000002193]	GO:0007186; GO:0009757; GO:0009745; GO:0009731; GO:0051594; GO:0010255; GO:0001403; GO:0007124; GO:0001302	GO:0005886; GO:0016021	GO:0004930; GO:0005536
YDL036C_mRNA	YDL036C		protein_coding	-	IV	387513	388901	protein_coding	0.3844	1389	Mitochondrial tRNA:pseudouridine synthase; catalyzes the formation of pseudouridine at position 32 in mitochondrial tRNAs; contains an N-terminal mitochondrial targeting sequence; PUS9 has a paralog, RIB2, that arose from the whole genome duplication [Source:SGD;Acc:S000002194]	GO:0001522; GO:0000455; GO:0031119; GO:0009451	GO:0005739	GO:0009982; GO:0003723
YDL037C_mRNA	YDL037C		protein_coding	-	IV	384601	385587	protein_coding	0.3992	987	Protein of unconfirmed function; similar to cell surface flocculin Flo11p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; in W303 strain one continuous open reading frame comprising of YDL037C, the intergenic region and YDL039C encodes the gene IMI1 [Source:SGD;Acc:S000002195]			
YDL039C_mRNA	YDL039C	PRM7	protein_coding	-	IV	381985	384081	protein_coding	0.4292	2097	Pheromone-regulated protein; predicted to have one transmembrane segment; promoter contains Gcn4p binding elements; in W303 strain one continuous open reading frame comprising of YDL037C, the intergenic region and YDL039C encodes the IMI1 [Source:SGD;Acc:S000002197]		GO:0016021	
YDL040C_mRNA	YDL040C	NAT1	protein_coding	-	IV	378874	381438	protein_coding	0.3825	2565	Subunit of protein N-terminal acetyltransferase NatA; NatA comprised of Nat1p, Ard1p, and Nat5p; N-terminally acetylates many proteins to influence multiple processes such as cell cycle progression, heat-shock resistance, mating, sporulation, telomeric silencing and early stages of mitophagy; orthologous to human NAA15; expression of both human NAA10 and NAA15 functionally complements ard1 nat1 double mutant although single mutations are not complemented by their orthologs [Source:SGD;Acc:S000002198]	GO:0017196; GO:0006474	GO:0031415	GO:0005515
YDL041W_mRNA	YDL041W		protein_coding	+	IV	378102	378455	protein_coding	0.4435	354	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene SIR2/YDL042C [Source:SGD;Acc:S000002199]		GO:0016021	
YDL042C_mRNA	YDL042C	SIR2	protein_coding	-	IV	376757	378445	protein_coding	0.3967	1689	Conserved NAD+ dependent histone deacetylase of the Sirtuin family; deacetylation targets are primarily nuclear proteins; required for telomere hypercluster formation in quiescent yeast cells; involved in regulation of lifespan; plays roles in silencing at HML, HMR, telomeres, and rDNA; negatively regulates initiation of DNA replication; functions as regulator of autophagy like mammalian homolog SIRT1, and also of mitophagy [Source:SGD;Acc:S000002200]	GO:0097695; GO:0007062; GO:1904524; GO:0006303; GO:0006333; GO:0006325; GO:0008156; GO:0045910; GO:0001300; GO:0030466; GO:0034398; GO:0006348; GO:0001302; GO:0006351; GO:0000183	GO:0005720; GO:0005677; GO:0005724; GO:0000784; GO:0005730; GO:0030869	GO:0046970; GO:0046969; GO:0032041; GO:0070403; GO:0017136; GO:0008270
YDL043C_mRNA	YDL043C	PRP11	protein_coding	-	IV	375680	376480	protein_coding	0.3708	801	Subunit of the SF3a splicing factor complex; required for spliceosome assembly [Source:SGD;Acc:S000002201]	GO:0000245	GO:0071004; GO:0005686; GO:0071013	GO:0003676; GO:0008270; GO:0003723
YDL044C_mRNA	YDL044C	MTF2	protein_coding	-	IV	373967	375289	protein_coding	0.3719	1323	Mitochondrial protein that interacts with mitochondrial RNA polymerase; interacts with an N-terminal region of mitochondrial RNA polymerase (Rpo41p) and couples RNA processing and translation to transcription [Source:SGD;Acc:S000002202]	GO:0006397; GO:0032543	GO:0005759; GO:0005739	GO:0003723
YDL045C_mRNA	YDL045C		protein_coding	-	IV	372688	373608	protein_coding	0.392	921	Flavin adenine dinucleotide (FAD) synthetase; performs the second step in synthesis of FAD from riboflavin; mutation is functionally complemented by human FLAD1 [Source:SGD;Acc:S000002203]	GO:0006747; GO:0055114	GO:0005737	GO:0003919; GO:0003824; GO:0005524
YDL045W-A_mRNA	YDL045W-A	MRP10	protein_coding	+	IV	372248	372535	protein_coding	0.3993	288	Mitochondrial ribosomal protein of the small subunit; contains twin cysteine-x9-cysteine motifs; oxidized by Mia40p during import into mitochondria [Source:SGD;Acc:S000006430]	GO:0032543	GO:0005763	GO:0003735
YDL046W_mRNA	YDL046W		protein_coding	+	IV	371240	371761	protein_coding	0.4349	522	Sterol transport protein and functional homolog of human NPC2/He1; human NPC2 is a cholesterol-binding protein whose deficiency causes Niemann-Pick type C2 disease involving retention of cholesterol in lysosomes; yeast NPC2 can complement mutations in human NPC2 [Source:SGD;Acc:S000002204]	GO:0032366	GO:0000328	
YDL047W_mRNA	YDL047W		protein_coding	+	IV	369771	370706	protein_coding	0.4509	936	Ceramide-activated, type 2A-related serine-threonine phosphatase; functions in G1/S transition of mitotic cycle; controls lifespan, mitochondrial function, cell cycle progression by regulating HXK2 phosphorylation; regulator of COPII coat dephosphorylation; required for ER to Golgi traffic; interacts with Hrr25p kinase; cytoplasmic and nuclear protein that modulates functions mediated by Pkc1p including cell wall and actin cytoskeleton organization; similar to human PP6 [Source:SGD;Acc:S000002205]	GO:0070262; GO:0016311; GO:0031929; GO:0030036; GO:0006470; GO:0034599; GO:0035556; GO:0006281; GO:0000082; GO:0051301; GO:0001302; GO:0002098; GO:0031505	GO:0000159; GO:0005737	GO:0016787; GO:0004722; GO:0046872
YDL048C_mRNA	YDL048C		protein_coding	-	IV	366739	368211	protein_coding	0.4481	1473	Protein containing a Kruppel-type zinc-finger domain; similar to Stp1p, Stp2p; predicted transcription factor; relative distribution to the nucleus increases upon DNA replication stress; STP4 has a paralog, STP3, that arose from the whole genome duplication [Source:SGD;Acc:S000002206]		GO:0005634; GO:0005739	GO:0003676; GO:0046872
YDL049C_mRNA	YDL049C		protein_coding	-	IV	365068	365874	protein_coding	0.4263	807	Protein with similarity to Kre9p; Kre9p is involved in cell wall beta 1,6-glucan synthesis; overproduction suppresses growth defects of a kre9 null mutant; required for propionic acid resistance [Source:SGD;Acc:S000002207]	GO:0006078; GO:0042546; GO:0031505	GO:0009277; GO:0005576	
YDL050C_mRNA	YDL050C		protein_coding	-	IV	364446	364817	protein_coding	0.3844	372	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002208]		GO:0016021	
YDL051W_mRNA	YDL051W	LHP1	protein_coding	+	IV	363952	364779	protein_coding	0.4046	828	RNA binding protein required for maturation of tRNA and U6 snRNA; acts as a molecular chaperone for RNAs transcribed by polymerase III; homologous to human La (SS-B) autoantigen [Source:SGD;Acc:S000002209]	GO:0006396; GO:0008033	GO:0005654; GO:0005634; GO:0005730; GO:1990904	GO:0003676; GO:0000049; GO:0003723
YDL052C_mRNA	YDL052C		protein_coding	-	IV	362672	363583	protein_coding	0.4232	912	1-acyl-sn-glycerol-3-phosphate acyltransferase; catalyzes the acylation of lysophosphatidic acid to form phosphatidic acid, a key intermediate in lipid metabolism; enzymatic activity detected in lipid particles and microsomes [Source:SGD;Acc:S000002210]	GO:0046474; GO:0016024; GO:0008654	GO:0005811; GO:0016020; GO:0016021	GO:0003841; GO:0016746
YDL053C_mRNA	YDL053C		protein_coding	-	IV	361699	362256	protein_coding	0.4247	558	Pbp1p binding protein; interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system; also interacts with Lsm12p in a copurification assay; relative distribution to the nucleus increases upon DNA replication stress [Source:SGD;Acc:S000002211]		GO:0010494; GO:0005634	
YDL054C_mRNA	YDL054C		protein_coding	-	IV	359825	361285	protein_coding	0.412	1461	Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport [Source:SGD;Acc:S000002212]	GO:0006810; GO:0055085	GO:0000329; GO:0016020; GO:0016021	GO:0005215
YDL055C_mRNA	YDL055C	PSA1	protein_coding	-	IV	355674	356759	protein_coding	0.4162	1086	GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure [Source:SGD;Acc:S000002213]	GO:0009298; GO:0009058; GO:0000032; GO:0006486; GO:0007049	GO:0005737	GO:0004475; GO:0016740; GO:0016779; GO:0005525
YDL056W_mRNA	YDL056W		protein_coding	+	IV	352877	355378	protein_coding	0.3805	2502	Transcription factor; involved in regulation of cell cycle progression from G1 to S phase, forms a complex with Swi6p that binds to MluI cell cycle box regulatory element in promoters of DNA synthesis genes [Source:SGD;Acc:S000002214]	GO:0071931; GO:0000083	GO:0030907; GO:0000790; GO:0005737	GO:0003677; GO:0005515
YDL057W_mRNA	YDL057W		protein_coding	+	IV	351434	352420	protein_coding	0.4164	987	Putative protein of unknown function; YDL057W is not an essential gene [Source:SGD;Acc:S000002215]	GO:0009966; GO:0006629	GO:0016020	GO:0047372
YDL058W_mRNA	YDL058W	USO1	protein_coding	+	IV	345665	351037	protein_coding	0.3579	5373	Essential protein involved in vesicle-mediated ER to Golgi transport; binds membranes and functions during vesicle docking to the Golgi; required for assembly of the ER-to-Golgi SNARE complex [Source:SGD;Acc:S000002216]	GO:0045056; GO:0035493; GO:0006886; GO:0048211; GO:0048280; GO:0006888	GO:0005856; GO:0005795; GO:0012507; GO:0000139; GO:0005783; GO:0016020; GO:0005737; GO:0005789	GO:0008565
YDL059C_mRNA	YDL059C		protein_coding	-	IV	344237	344953	protein_coding	0.4212	717	Protein involved DNA double-strand break repair; repairs breaks in DNA during vegetative growth via recombination and single-strand annealing; anneals complementary single-stranded DNA; forms nuclear foci upon DNA replication stress; required for loading of Rad52p to DSBs; regulates replication fork progression in DNA ligase I-deficient cells; paralog of Rad52p [Source:SGD;Acc:S000002217]	GO:2000278; GO:0045002; GO:0006277; GO:0000733; GO:0006281; GO:0006310; GO:0000722	GO:0005634	
YDL060W_mRNA	YDL060W		protein_coding	+	IV	341619	343985	protein_coding	0.3992	2367	Protein required for processing of 20S pre-rRNA in the cytoplasm; associates with pre-40S ribosomal particles; inhibits the premature association of 60S subunits with assembling 40S subunits in the cytoplasm; similar to Bms1p; relocalizes from nucleus to cytoplasm upon DNA replication stress [Source:SGD;Acc:S000002218]	GO:0000461; GO:0042254; GO:0000462	GO:0030688; GO:0005634; GO:0005730; GO:0005737	GO:0034511; GO:0043021; GO:0003924; GO:0005525
YDL061C_mRNA	YDL061C	RPS29B	protein_coding	-	IV	340628	340798	protein_coding	0.4503	171	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S29 and bacterial S14; RPS29B has a paralog, RPS29A, that arose from the whole genome duplication [Source:SGD;Acc:S000002219]	GO:0006412; GO:0002181	GO:0005840; GO:0005622; GO:0022627	GO:0008270; GO:0003735
YDL062W_mRNA	YDL062W		protein_coding	+	IV	339857	340282	protein_coding	0.3638	426	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YDL063C; YDL062W is not essential [Source:SGD;Acc:S000002220]			
YDL063C_mRNA	YDL063C		protein_coding	-	IV	338272	340134	protein_coding	0.3564	1863	Transport adaptor or symportin; facilitates synchronized nuclear coimport of the two 5S-rRNA binding proteins Rpl5p and Rpl11p; binds to nascent Rpl5p during translation; required for biogenesis of the large ribosomal subunit; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus [Source:SGD;Acc:S000002221]	GO:0042273; GO:0006606	GO:0005634; GO:0005737	GO:0051082
YDL064W_mRNA	YDL064W		protein_coding	+	IV	337487	338070	protein_coding	0.3945	474	SUMO-conjugating enzyme involved in the Smt3p conjugation pathway; nuclear protein required for S- and M-phase cyclin degradation and mitotic control; involved in proteolysis mediated by the anaphase-promoting complex cyclosome (APCC) [Source:SGD;Acc:S000002222]	GO:0009737; GO:0016925; GO:0051301; GO:0000022	GO:0000794; GO:0005634; GO:0005737	GO:0019789; GO:0005524
YDL065C_mRNA	YDL065C	PEX19	protein_coding	-	IV	336249	337277	protein_coding	0.3712	1029	Chaperone and import receptor for newly-synthesized class I PMPs; binds peroxisomal membrane proteins (PMPs) in the cytoplasm and delivers them to the peroxisome for subsequent insertion into the peroxisomal membrane; interacts with Myo2p and contributes to peroxisome partitioning [Source:SGD;Acc:S000002223]	GO:0045033; GO:0045046; GO:0032527; GO:0050821; GO:0032581	GO:1990415; GO:0005777; GO:0005778; GO:0005783; GO:0005829; GO:0005789	GO:0033328
YDL066W_mRNA	YDL066W		protein_coding	+	IV	334835	336121	protein_coding	0.425	1287	Mitochondrial NADP-specific isocitrate dehydrogenase; catalyzes the oxidation of isocitrate to alpha-ketoglutarate; not required for mitochondrial respiration and may function to divert alpha-ketoglutarate to biosynthetic processes [Source:SGD;Acc:S000002224]	GO:0006097; GO:0006537; GO:0006102; GO:0006099; GO:0055114	GO:0042645; GO:0005739	GO:0004450; GO:0016616; GO:0000287; GO:0051287
YDL067C_mRNA	YDL067C		protein_coding	-	IV	334217	334396	protein_coding	0.4778	180	Subunit VIIa of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain [Source:SGD;Acc:S000002225]	GO:0022904; GO:0055114; GO:0006123	GO:0005746; GO:0005751; GO:0016021	GO:0004129
YDL068W_mRNA	YDL068W		protein_coding	+	IV	333500	333829	protein_coding	0.3758	330	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002226]		GO:0016021	
YDL069C_mRNA	YDL069C		protein_coding	-	IV	333121	333810	protein_coding	0.3377	690	Mitochondrial translational activator of the COB mRNA; membrane protein that interacts with translating ribosomes, acts on the COB mRNA 5'-untranslated leader [Source:SGD;Acc:S000002227]	GO:0097033; GO:0070131	GO:0005761; GO:0031314	GO:0045182
YDL070W_mRNA	YDL070W		protein_coding	+	IV	331024	332940	protein_coding	0.3683	1917	Protein involved in transcription initiation; acts at TATA-containing promoters; associates with the basal transcription factor TFIID; contains two bromodomains; corresponds to the C-terminal region of mammalian TAF1; redundant with Bdf1p; protein abundance increases in response to DNA replication stress; BDF2 has a paralog, BDF1, that arose from the whole genome duplication [Source:SGD;Acc:S000002228]	GO:0031452; GO:0006281; GO:0030435; GO:0006355; GO:0006351	GO:0005634; GO:0005737	GO:0001094; GO:0070577; GO:0001047; GO:0042393; GO:0005515
YDL071C_mRNA	YDL071C	YDL071C	protein_coding	-	IV	330666	331040	protein_coding	0.456	375	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF BDF2/YDL070W [Source:SGD;Acc:S000002229]			
